ticket_text,category,priority
"Hello, The instructions were a bit hard to understand. ASAP.",Product Issue,Low
"Hi support, The color of the product I received doesn't match the website.",Product Issue,Medium
"Hi support, I returned the item last week, when will the refund hit my account? Thanks.",Refund,Medium
"Hello, What currencies do you support for payments?",Payment,Low
"Hello, My card is being declined even though it has sufficient funds. I need to buy this now. ASAP.",Payment,High
Help! The entire system is down! None of my team can log in. This is critical! Please help.,Technical Issue,High
Urgent: The entire system is down! None of my team can log in. This is critical! Please help.,Technical Issue,High
Help! I cancelled my subscription within the 30-day window but was still charged. Refund now! ASAP.,Refund,High
"Hello, I'm getting a 500 Internal Server Error every time I try to save my work. I'm losing data!",Technical Issue,High
Urgent: I can't export my reports to PDF. It just hangs. Please help.,Technical Issue,Medium
Urgent: The product caught fire! This is a massive safety hazard. I need a replacement and an investigation! Waiting for your reply.,Product Issue,High
"Hi support, What is your refund policy?",Refund,Low
Urgent: How do I change my payment method for future bills? Waiting for your reply.,Billing,Low
One of the features is not working as described in the manual. Thanks.,Product Issue,Medium
"Hello, I am a press member and need an immediate statement on the recent outage. Please help.",General Inquiry,High
Is there a dark mode available for the app? Thanks.,Technical Issue,Low
"Hello, I want to delete my account. Please guide me through the process. Please help.",Account,Medium
"Hello, The dashboard is loading very slowly today. Please help.",Technical Issue,Medium
The font on the settings page looks a bit weird. Waiting for your reply.,Technical Issue,Low
Urgent: Can I change my username? Thanks.,Account,Low
Help! Is there a dark mode available for the app? ASAP.,Technical Issue,Low
Urgent: My order is 2 weeks late and I need the items for an event tomorrow. Thanks.,Shipping,High
Help! Minor UI glitch on the profile page. ASAP.,Technical Issue,Low
The battery life on this device is much shorter than advertised. ASAP.,Product Issue,Medium
"Hi support, The product caught fire! This is a massive safety hazard. I need a replacement and an investigation! Please help.",Product Issue,High
"Hi support, Just wondering when the next billing cycle starts. ASAP.",Billing,Low
Urgent: I would like to request a partial refund for the damaged item. ASAP.,Refund,Medium
"Hi support, Do you have a mobile app? Waiting for your reply.",General Inquiry,Low
"Hello, My tracking number hasn't updated in 3 days.",Shipping,Medium
Urgent: My package was marked as delivered but I never received it! I need this resolved immediately. ASAP.,Shipping,High
Urgent: The software is corrupting my files. I need a patch immediately. Please help.,Product Issue,High
Urgent: The dashboard is loading very slowly today. Waiting for your reply.,Technical Issue,Medium
Help! How do I change my payment method for future bills? Please help.,Billing,Low
Help! One of the features is not working as described in the manual.,Product Issue,Medium
Urgent: I was promised a refund 3 weeks ago and still haven't received it. This is unacceptable! Thanks.,Refund,High
Help! Do you offer refunds for digital products? Thanks.,Refund,Low
Help! What are your office hours? Thanks.,General Inquiry,Low
Urgent: What courier do you use for standard shipping? Thanks.,Shipping,Low
Help! Do you have a mobile app?,General Inquiry,Low
"Hello, Just wondering when the next billing cycle starts. Waiting for your reply.",Billing,Low
Help! I cannot log in at all. I've tried resetting my password 5 times and it's not working. ASAP.,Account,High
Help! Do you have a mobile app? Please help.,General Inquiry,Low
I am a press member and need an immediate statement on the recent outage. Please help.,General Inquiry,High
Help! I cannot complete the checkout process. The payment gateway is timing out. ASAP.,Payment,High
"Hello, I need to merge two duplicate accounts. Thanks.",Account,Medium
"Hi support, My payment failed but the money was deducted from my bank! Fix this now!",Payment,High
Help! Do you accept cryptocurrency? ASAP.,Payment,Low
"Hi support, The shipping address was wrong and it's going to the wrong state. Stop the shipment! Please help.",Shipping,High
"Hello, The entire system is down! None of my team can log in. This is critical! ASAP.",Technical Issue,High
Help! The search function is not returning any results. Thanks.,Technical Issue,Medium
"Hello, Can I change the shipping address for my current order?",Shipping,Medium
"Hello, I can't export my reports to PDF. It just hangs. Thanks.",Technical Issue,Medium
Urgent: The device stopped working completely after one day. It's totally defective. ASAP.,Product Issue,High
What is your refund policy?,Refund,Low
Urgent: I was promised a refund 3 weeks ago and still haven't received it. This is unacceptable! Thanks.,Refund,High
"Hi support, My package was marked as delivered but I never received it! I need this resolved immediately. Please help.",Shipping,High
"Hello, The device stopped working completely after one day. It's totally defective.",Product Issue,High
"Hi support, I cannot complete the checkout process. The payment gateway is timing out.",Payment,High
Help! My card is being declined even though it has sufficient funds. I need to buy this now. Please help.,Payment,High
"Hi support, The shipping address was wrong and it's going to the wrong state. Stop the shipment! Thanks.",Shipping,High
Help! One of the features is not working as described in the manual. Thanks.,Product Issue,Medium
Help! The application crashes immediately upon opening. I cannot work at all. Waiting for your reply.,Technical Issue,High
Help! My card is being declined even though it has sufficient funds. I need to buy this now. Please help.,Payment,High
Urgent: The software is corrupting my files. I need a patch immediately. Thanks.,Product Issue,High
I need to speak to a manager immediately regarding a legal matter.,General Inquiry,High
"Hi support, My order is 2 weeks late and I need the items for an event tomorrow. Waiting for your reply.",Shipping,High
"Hi support, Can I change my username?",Account,Low
I would like to request a partial refund for the damaged item.,Refund,Medium
"Hi support, The shipping address was wrong and it's going to the wrong state. Stop the shipment! Thanks.",Shipping,High
Help! I want to delete my account. Please guide me through the process.,Account,Medium
"Hi support, One of the features is not working as described in the manual. Waiting for your reply.",Product Issue,Medium
What are your office hours?,General Inquiry,Low
Urgent: How do I change my payment method for future bills? Waiting for your reply.,Billing,Low
Help! I was charged twice for my subscription and my account is now overdrawn. Please fix this immediately!,Billing,High
"Hello, Your system is violating GDPR and I need an urgent explanation. Waiting for your reply.",General Inquiry,High
"Hi support, Is there a dark mode available for the app? ASAP.",Technical Issue,Low
"Hi support, The packaging was a bit dented, but the product is fine. Waiting for your reply.",Product Issue,Low
What is your refund policy? Thanks.,Refund,Low
"Hi support, My payment is pending. How long does it usually take to clear? ASAP.",Payment,Medium
"Hello, I returned the item last week, when will the refund hit my account?",Refund,Medium
I'm getting a 500 Internal Server Error every time I try to save my work. I'm losing data!,Technical Issue,High
"Hi support, Just wondering when the next billing cycle starts.",Billing,Low
